unit_code;cocunut;ctype_code;ctype_name;rating;default_flag;dqi
RBRO;1328523;6;Small Medium Business (SMB);SME_10;T;OK
Static;*DUMMY_FITCHINV_DDD_CORP*;3;Corporates;CORP_10;T;OK
RBBY;1496208;6;Small Medium Business (SMB);SME_10;T;OK
RBI;1456301;18;Specialised Lending Project (excl. Commodity);SLOT_6.5;T;OK
RBBH;536974;6;Small Medium Business (SMB);SME_10;T;OK
ALEASS;702355;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;267685;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;538974;39;Associations;CORP_10;T;OK
RBHU;76750;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;857158;6;Small Medium Business (SMB);SME_10;T;OK
RLBG;720066;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;307020;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;665775;18;Specialised Lending Project (excl. Commodity);SLOT_PF_6.5;T;OK
RBHU;110737;3;Corporates;CORP_10;T;OK
RBKO;153745;3;Corporates;CORP_10;T;OK
AVAL;320159;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;318453;6;Small Medium Business (SMB);SME_10;T;OK
RLBG;126315;3;Corporates;CORP_10;T;OK
RBRS;885640;6;Small Medium Business (SMB);SME_10;T;OK
AREALE;750650;36;Private Individual (Non-Retail);CORP_10;T;OK
TBSK;649014;6;Small Medium Business (SMB);SME_10;T;OK
RLRO;226691;3;Corporates;CORP_10;T;OK
TBSK;527783;3;Corporates;CORP_10;T;OK
RBRO;327385;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;629428;3;Corporates;CORP_10;T;OK
RBRO;172665;3;Corporates;CORP_10;T;OK
AVAL;268156;6;Small Medium Business (SMB);SME_10;T;OK
AREALE;702705;3;Corporates;CORP_10;T;OK
RBRO;664730;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;221486;6;Small Medium Business (SMB);SME_10;T;OK
RBRS;946435;6;Small Medium Business (SMB);SME_10;T;OK
RBBH;127598;3;Corporates;CORP_10;T;OK
RBRO;124102;3;Corporates;CORP_10;T;OK
AVAL;219084;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;440817;6;Small Medium Business (SMB);SME_10;T;OK
RLAL;686399;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;182187;3;Corporates;CORP_10;T;OK
RBRO;303524;6;Small Medium Business (SMB);SME_10;T;OK
ALEASS;710525;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;99911;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;72697;3;Corporates;CORP_10;T;OK
RBRS;118922;3;Corporates;CORP_10;T;OK
RLBH;182305;6;Small Medium Business (SMB);SME_10;T;OK
RBBH;812204;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;100974;6;Small Medium Business (SMB);SME_10;T;OK
RBBH;508526;39;Associations;CORP_10;T;OK
RBRU;215629;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;165718;3;Corporates;CORP_10;T;OK
RBRU;160461;3;Corporates;CORP_10;T;OK
TBSK;299115;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;309788;3;Corporates;CORP_10;T;OK
RBBH;127204;3;Corporates;CORP_10;T;OK
AVAL;178411;3;Corporates;CORP_10;T;OK
RBHU;159049;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;333032;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;756513;6;Small Medium Business (SMB);SME_10;T;OK
RBSG;689999;3;Corporates;CORP_10;T;OK
RBBH;317908;3;Corporates;CORP_10;T;OK
RBRO;106627;6;Small Medium Business (SMB);SME_10;T;OK
RBI;535124;18;Specialised Lending Project (excl. Commodity);SLOT_RE_6.5;T;OK
RLBH;143612;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;673186;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;302486;6;Small Medium Business (SMB);SME_10;T;OK
RBAL;606230;6;Small Medium Business (SMB);SME_10;T;OK
RBHR;155922;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;689731;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;455557;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;1438176;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;346012;6;Small Medium Business (SMB);SME_10;T;OK
RLRU;124623;3;Corporates;CORP_10;T;OK
RFACTOR;742901;3;Corporates;CORP_10;T;OK
RBHU;125594;6;Small Medium Business (SMB);SME_10;T;OK
RBHR;507908;3;Corporates;CORP_10;T;OK
RBRO;245678;6;Small Medium Business (SMB);SME_10;T;OK
RLRO;173119;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;464768;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;296314;6;Small Medium Business (SMB);SME_10;T;OK
RBHR;526781;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;510132;3;Corporates;CORP_10;T;OK
RBHR;516067;18;Specialised Lending Project (excl. Commodity);SLOT_RE_6.5;T;OK
TBSK;20957;3;Corporates;CORP_10;T;OK
RBBG;529036;6;Small Medium Business (SMB);SME_10;T;OK
RBBH;165959;3;Corporates;SME_10;T;OK
RBRU;103587;3;Corporates;CORP_10;T;OK
RLKO;122211;3;Corporates;CORP_10;T;OK
RBHU;191649;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;199967;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;508019;3;Corporates;CORP_10;T;OK
RBHU;228700;3;Corporates;CORP_10;T;OK
AREALE;715391;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;216803;3;Corporates;CORP_10;T;OK
RBCZ;1591852;3;Corporates;CORP_10;T;OK
RBHR;108675;3;Corporates;CORP_10;T;OK
RBRO;703236;6;Small Medium Business (SMB);SME_10;T;OK
RBHR;108050;3;Corporates;CORP_10;T;OK
RLCZ;1569886;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;515075;3;Corporates;CORP_10;T;OK
RLCZ;791700;3;Corporates;CORP_10;T;OK
AVAL;331540;6;Small Medium Business (SMB);SME_10;T;OK
RLBG;226900;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;876403;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;139844;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;2020202;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;282811;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;195692;3;Corporates;CORP_10;T;OK
RBCZ;167348;3;Corporates;CORP_10;T;OK
RBCZ;245339;6;Small Medium Business (SMB);SME_10;T;OK
RBAL;155565;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;646051;39;Associations;CORP_10;T;OK
AVAL;217826;3;Corporates;CORP_10;T;OK
RBBH;193770;3;Corporates;CORP_10;T;OK
RBHR;155923;6;Small Medium Business (SMB);SME_10;T;OK
RBHR;137469;3;Corporates;CORP_10;T;OK
AVAL;176338;38;Leasing (Corporate/Stand-alone);CORP_10;T;OK
RBRO;237962;3;Corporates;CORP_10;T;OK
RBCZ;170919;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;751034;6;Small Medium Business (SMB);SME_10;T;OK
CASRS;142944;3;Corporates;CORP_10;T;OK
RLSI;451652;3;Corporates;CORP_10;T;OK
RLBH;312313;3;Corporates;CORP_10;T;OK
AVAL;1888180;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;1059314;6;Small Medium Business (SMB);SME_10;T;OK
RBBY;633280;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;176463;3;Corporates;CORP_10;T;OK
AVAL;194770;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;330266;6;Small Medium Business (SMB);SME_10;T;OK
RBBH;128468;3;Corporates;CORP_10;T;OK
TBSK;165793;6;Small Medium Business (SMB);SME_10;T;OK
RLRO;163039;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;177965;6;Small Medium Business (SMB);SME_10;T;OK
RBRS;945036;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;170786;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;1983913;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;208265;3;Corporates;CORP_10;T;OK
RBHR;312445;3;Corporates;SME_10;T;OK
AVAL;177033;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;110770;3;Corporates;CORP_10;T;OK
RLRO;307866;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;293622;36;Private Individual (Non-Retail);CORP_10;T;OK
RBCZ;170134;6;Small Medium Business (SMB);SME_10;T;OK
RBAL;130276;3;Corporates;CORP_10;T;OK
RBRU;280612;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;177449;6;Small Medium Business (SMB);SME_10;T;OK
RLRU;671149;3;Corporates;CORP_10;T;OK
TBSK;441159;6;Small Medium Business (SMB);SME_10;T;OK
AREALE;701850;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;1813185;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;111318;3;Corporates;CORP_10;T;OK
AVAL;196288;3;Corporates;CORP_10;T;OK
RBHR;131158;3;Corporates;CORP_10;T;OK
ALEASS;710451;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;167623;3;Corporates;CORP_10;T;OK
TBSK;551385;6;Small Medium Business (SMB);SME_10;T;OK
RBAL;131166;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;220996;6;Small Medium Business (SMB);SME_10;T;OK
RBAL;162393;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;246691;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;1432784;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;122758;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;72276;3;Corporates;CORP_10;T;OK
AREALE;715366;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;229737;3;Corporates;CORP_10;T;OK
RBAL;137026;6;Small Medium Business (SMB);SME_10;T;OK
CASRS;205514;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;954907;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;150926;6;Small Medium Business (SMB);SME_10;T;OK
AREALE;702535;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;1064606;6;Small Medium Business (SMB);SME_10;T;OK
RBBG;593155;6;Small Medium Business (SMB);SME_10;T;OK
RBBY;435656;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;331214;3;Corporates;CORP_10;T;OK
RBHU;1893140;3;Corporates;CORP_10;T;OK
ALEASS;701822;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;176138;3;Corporates;CORP_10;T;OK
RLCZ;129741;3;Corporates;CORP_10;T;OK
RBHU;215958;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;318824;6;Small Medium Business (SMB);SME_10;T;OK
RBHR;136725;3;Corporates;CORP_10;T;OK
RLCZ;92725;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;221089;6;Small Medium Business (SMB);SME_10;T;OK
RPL;297257;18;Specialised Lending Project (excl. Commodity);SLOT_RE_6.5;T;OK
RLHR;169500;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;110511;3;Corporates;CORP_10;T;OK
RBAL;158990;3;Corporates;CORP_10;T;OK
RBHR;150329;3;Corporates;CORP_10;T;OK
RBBG;196204;6;Small Medium Business (SMB);SME_10;T;OK
RBILEG;450263;3;Corporates;CORP_10;T;OK
RBRU;437668;6;Small Medium Business (SMB);SME_10;T;OK
RBRS;137774;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;311381;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;187823;3;Corporates;CORP_10;T;OK
RBRO;231350;3;Corporates;CORP_10;T;OK
RBBH;693748;3;Corporates;CORP_10;T;OK
RBAL;528118;3;Corporates;CORP_10;T;OK
RBBG;126485;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;91820;3;Corporates;CORP_10;T;OK
RBHU;184719;3;Corporates;CORP_10;T;OK
AVAL;172881;3;Corporates;CORP_10;T;OK
RBRO;789650;3;Corporates;CORP_10;T;OK
RBRU;209576;3;Corporates;CORP_10;T;OK
RBHR;107636;3;Corporates;CORP_10;T;OK
RBRU;157464;3;Corporates;CORP_10;T;OK
RLBY1;1235933;6;Small Medium Business (SMB);SME_10;T;OK
RBRS;1907686;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;333058;6;Small Medium Business (SMB);SME_10;T;OK
RRRS;118550;3;Corporates;CORP_10;T;OK
AVAL;523636;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;534418;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;140240;3;Corporates;CORP_10;T;OK
RBRO;317139;3;Corporates;CORP_10;T;OK
RBCZ;199522;3;Corporates;CORP_10;T;OK
RBRO;305054;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;87213;3;Corporates;CORP_10;T;OK
RBBH;1056441;6;Small Medium Business (SMB);SME_10;T;OK
RBKO;125530;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;590640;18;Specialised Lending Project (excl. Commodity);SLOT_PF_6.5;T;OK
AVAL;222139;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;1523650;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;319651;6;Small Medium Business (SMB);SME_10;T;OK
RBBH;167161;6;Small Medium Business (SMB);SME_10;T;OK
AREALE;702338;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;1331017;34;Other Administrative Body or Non-Commercial Undertaking;CORP_10;T;OK
AVAL;282126;6;Small Medium Business (SMB);SME_10;T;OK
RLBH;127704;3;Corporates;CORP_10;T;OK
RBHU;193759;6;Small Medium Business (SMB);SME_10;T;OK
RBBH;1043822;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;169727;3;Corporates;CORP_10;T;OK
AVAL;309437;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;1570058;6;Small Medium Business (SMB);SME_10;T;OK
RLBG;1557092;6;Small Medium Business (SMB);SME_10;T;OK
CASRS;118636;3;Corporates;CORP_10;T;OK
RBBH;166171;6;Small Medium Business (SMB);SME_10;T;OK
RRRS;137330;6;Small Medium Business (SMB);SME_10;T;OK
AREALE;702010;6;Small Medium Business (SMB);SME_10;T;OK
RBBY;204871;6;Small Medium Business (SMB);SME_10;T;OK
RBBY;1782057;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;267526;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;111514;6;Small Medium Business (SMB);SME_10;T;OK
RLUA;662431;3;Corporates;SME_10;T;OK
AREALE;702440;3;Corporates;CORP_10;T;OK
RBCZ;532045;3;Corporates;CORP_10;T;OK
TBSK;1520377;6;Small Medium Business (SMB);SME_10;T;OK
CASRS;139704;3;Corporates;CORP_10;T;OK
AVAL;325212;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;209581;3;Corporates;CORP_10;T;OK
AVAL;319090;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;327998;6;Small Medium Business (SMB);SME_10;T;OK
RBRS;126565;3;Corporates;CORP_10;T;OK
RBBG;507588;6;Small Medium Business (SMB);SME_10;T;OK
AREALE;702701;3;Corporates;CORP_10;T;OK
RBRO;106453;3;Corporates;CORP_10;T;OK
RBRS;185253;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;161210;3;Corporates;CORP_10;T;OK
RBRS;119141;3;Corporates;CORP_10;T;OK
RBRO;463601;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;466550;3;Corporates;CORP_10;T;OK
RLCZ;189631;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;134809;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;237503;3;Corporates;CORP_10;T;OK
AVAL;322452;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;491626;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;322499;6;Small Medium Business (SMB);SME_10;T;OK
RBBH;697675;6;Small Medium Business (SMB);SME_10;T;OK
RBHR;108892;3;Corporates;CORP_10;T;OK
RBBG;98061;3;Corporates;CORP_10;T;OK
RBHU;268400;6;Small Medium Business (SMB);SME_10;T;OK
RBSG;591458;3;Corporates;CORP_10;T;OK
RBHU;82459;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;216784;3;Corporates;CORP_10;T;OK
RBRO;238298;3;Corporates;CORP_10;T;OK
RLCZ;201950;3;Corporates;CORP_10;T;OK
TLSK;91258;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;110887;3;Corporates;CORP_10;T;OK
AVAL;176420;3;Corporates;CORP_10;T;OK
RBCZ;91427;3;Corporates;CORP_10;T;OK
RBRU;209566;3;Corporates;CORP_10;T;OK
RBRO;281550;3;Corporates;CORP_10;T;OK
RBRO;646193;3;Corporates;CORP_10;T;OK
AVAL;217079;6;Small Medium Business (SMB);SME_10;T;OK
RLUA;328722;6;Small Medium Business (SMB);SME_10;T;OK
RBRS;490867;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;601190;3;Corporates;CORP_10;T;OK
TBSK;1450047;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;1018110;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;486813;6;Small Medium Business (SMB);SME_10;T;OK
RBBG;310927;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;740072;6;Small Medium Business (SMB);SME_10;T;OK
RBHR;187775;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;220242;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;237367;3;Corporates;CORP_10;T;OK
RLRS;533456;3;Corporates;CORP_10;T;OK
RBBG;223951;6;Small Medium Business (SMB);SME_10;T;OK
RBBG;281192;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;479908;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;152182;18;Specialised Lending Project (excl. Commodity);SLOT_PF_6.5;T;OK
TBSK;505984;62;Retail customers with Non-Retail treatment;CORP_10;T;OK
RBHU;75596;3;Corporates;CORP_10;T;OK
Static;*DUMMY_FITCHINV_DD*;3;Corporates;CORP_10;T;OK
Static;*DUMMY_FITCHINV_DDD*;3;Corporates;CORP_10;T;OK
AVAL;190864;6;Small Medium Business (SMB);SME_10;T;OK
ALEASS;710448;3;Corporates;CORP_10;T;OK
TBSK;141198;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;222521;6;Small Medium Business (SMB);SME_10;T;OK
RFACTOR;1603068;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;76300;3;Corporates;CORP_10;T;OK
RBRO;239272;6;Small Medium Business (SMB);SME_10;T;OK
RBHR;527699;3;Corporates;CORP_10;T;OK
AVAL;316647;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;1433149;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;105926;12;Central Goverment;SOV_10;T;OK
RBBY;158316;3;Corporates;CORP_10;T;OK
RBRU;681306;3;Corporates;CORP_10;T;OK
RBI;22265;11;Banks;FIN_10;T;OK
AVAL;280845;6;Small Medium Business (SMB);SME_10;T;OK
RBBH;281360;36;Private Individual (Non-Retail);CORP_10;T;OK
AREALE;715393;3;Corporates;CORP_10;T;OK
RBCZ;200165;6;Small Medium Business (SMB);SME_10;T;OK
RBBG;205155;3;Corporates;CORP_10;T;OK
RBRO;952127;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;393751;6;Small Medium Business (SMB);SME_10;T;OK
RBHR;1514778;3;Corporates;CORP_10;T;OK
RBCZ;547300;3;Corporates;CORP_10;T;OK
RBHU;1526599;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;75219;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;1213034;39;Associations;CORP_10;T;OK
RBHR;120427;3;Corporates;CORP_10;T;OK
TBSK;2024715;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;141267;3;Corporates;CORP_10;T;OK
RBHR;281108;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;308576;3;Corporates;CORP_10;T;OK
RBRU;404400;3;Corporates;CORP_10;T;OK
AVAL;191726;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;180586;3;Corporates;CORP_10;T;OK
AVAL;345671;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;536980;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;91938;3;Corporates;CORP_10;T;OK
RLBG;554003;3;Corporates;CORP_10;T;OK
TBSK;1503084;6;Small Medium Business (SMB);SME_10;T;OK
CASRS;118102;3;Corporates;CORP_10;T;OK
RBCZ;593389;3;Corporates;CORP_10;T;OK
RBHR;1358535;3;Corporates;CORP_10;T;OK
RBHR;133130;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;246557;6;Small Medium Business (SMB);SME_10;T;OK
RBBH;223830;3;Corporates;CORP_10;T;OK
RBHR;107416;6;Small Medium Business (SMB);SME_10;T;OK
RBBG;1205220;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;219637;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;163607;6;Small Medium Business (SMB);SME_10;T;OK
RBHR;131852;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;471186;3;Corporates;CORP_10;T;OK
AVAL;310148;3;Corporates;CORP_10;T;OK
AVAL;177052;3;Corporates;CORP_10;T;OK
RBCZ;488918;6;Small Medium Business (SMB);SME_10;T;OK
RLUA;185157;3;Corporates;CORP_10;T;OK
RBBG;196991;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;471200;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;796982;3;Corporates;CORP_10;T;OK
RBBH;487489;6;Small Medium Business (SMB);SME_10;T;OK
RBBY;1800463;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;216688;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;786591;6;Small Medium Business (SMB);SME_10;T;OK
RLRO;225527;6;Small Medium Business (SMB);SME_10;T;OK
RLUA;330558;3;Corporates;CORP_10;T;OK
AREALE;702092;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;120669;3;Corporates;CORP_10;T;OK
RBI;852993;32;Regional Government or local Authority;LRG_10_RW;T;OK
RBKO;140566;6;Small Medium Business (SMB);SME_10;T;OK
RLHR;165627;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;593385;6;Small Medium Business (SMB);SME_10;T;OK
RBHR;205195;6;Small Medium Business (SMB);SME_10;T;OK
AREALE;702369;3;Corporates;CORP_10;T;OK
RBI;1313781;3;Corporates;CORP_10;T;OK
RBILEG;1336568;6;Small Medium Business (SMB);SME_10;T;OK
RBILEG;89236;3;Corporates;CORP_10;T;OK
AVAL;178472;3;Corporates;CORP_10;T;OK
RBRO;795516;6;Small Medium Business (SMB);SME_10;T;OK
RFACTOR;221574;3;Corporates;CORP_10;T;OK
RBI;508663;3;Corporates;CORP_10;T;OK
RBHU;311359;3;Corporates;CORP_10;T;OK
RBBH;953259;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;102188;3;Corporates;CORP_10;T;OK
RBI;677678;3;Corporates;CORP_10;T;OK
AVAL;318877;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;138363;3;Corporates;CORP_10;T;OK
RBBG;660731;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;106851;3;Corporates;CORP_10;T;OK
AVAL;318716;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;106982;38;Leasing (Corporate/Stand-alone);CORP_10;T;OK
RBBH;722378;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;775108;3;Corporates;CORP_10;T;OK
RBHR;330091;6;Small Medium Business (SMB);SME_10;T;OK
RBBG;280825;6;Small Medium Business (SMB);SME_10;T;OK
RBRS;519021;6;Small Medium Business (SMB);SME_10;T;OK
RBRU;209526;3;Corporates;CORP_10;T;OK
RBRO;188608;3;Corporates;CORP_10;T;OK
AVAL;344654;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;345365;6;Small Medium Business (SMB);SME_10;T;OK
ALEASS;702269;6;Small Medium Business (SMB);SME_10;T;OK
RBSG;738399;3;Corporates;CORP_10;T;OK
RBRO;1328136;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;171354;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;1229758;3;Corporates;CORP_10;T;OK
AVAL;218281;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;217004;6;Small Medium Business (SMB);SME_10;T;OK
RBHR;107749;3;Corporates;CORP_10;T;OK
RLBG;126194;3;Corporates;CORP_10;T;OK
RLUA;329099;6;Small Medium Business (SMB);SME_10;T;OK
RBILEG;1485431;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;219918;6;Small Medium Business (SMB);SME_10;T;OK
RLUA;707347;3;Corporates;CORP_10;T;OK
RBRU;331933;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;1355311;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;177158;3;Corporates;CORP_10;T;OK
AVAL;219723;3;Corporates;CORP_10;T;OK
TBSK;307115;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;780790;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;112235;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;731684;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;700931;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;246173;3;Corporates;CORP_10;T;OK
RBKO;767077;6;Small Medium Business (SMB);SME_10;T;OK
RBCZ;140644;6;Small Medium Business (SMB);SME_10;T;OK
RBI;56504;3;Corporates;CORP_10;T;OK
RBRU;183572;16;GROUP Corporate;CORP_10;T;OK
CASRS;135892;3;Corporates;CORP_10;T;OK
RBHU;226179;6;Small Medium Business (SMB);CORP_10;T;OK
RLAL;271611;6;Small Medium Business (SMB);SME_10;T;OK
CASRS;119505;3;Corporates;CORP_10;T;OK
AVAL;296367;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;310221;6;Small Medium Business (SMB);SME_10;T;OK
RBHR;311615;3;Corporates;SME_10;T;OK
RBILEG;1336237;3;Corporates;CORP_10;T;OK
CASRS;533736;3;Corporates;CORP_10;T;OK
RBRU;707943;6;Small Medium Business (SMB);SME_10;T;OK
RBBG;94691;3;Corporates;CORP_10;T;OK
ALEASS;702647;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;219486;3;Corporates;CORP_10;T;OK
AVAL;407424;6;Small Medium Business (SMB);SME_10;T;OK
RBHR;116833;3;Corporates;CORP_10;T;OK
TBSK;305001;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;726281;3;Corporates;CORP_10;T;OK
RBRO;135122;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;302908;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;1847032;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;160559;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;119567;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;443378;3;Corporates;CORP_10;T;OK
RLUA;176593;3;Corporates;CORP_10;T;OK
RLBH;659732;3;Corporates;CORP_10;T;OK
AVAL;670803;6;Small Medium Business (SMB);SME_10;T;OK
RBHR;108730;3;Corporates;CORP_10;T;OK
RBBH;162159;3;Corporates;CORP_10;T;OK
RBRO;247177;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;364271;6;Small Medium Business (SMB);SME_10;T;OK
RBHU;76091;3;Corporates;CORP_10;T;OK
RLUA;288496;41;Group SMB;SME_10;T;OK
RLBH;167291;6;Small Medium Business (SMB);SME_10;T;OK
TBSK;710636;3;Corporates;CORP_10;T;OK
CASRS;289950;6;Small Medium Business (SMB);SME_10;T;OK
RBBG;441753;6;Small Medium Business (SMB);SME_10;T;OK
RBRO;440268;3;Corporates;CORP_10;T;OK
RBRU;177265;6;Small Medium Business (SMB);SME_10;T;OK
CASRS;125572;6;Small Medium Business (SMB);SME_10;T;OK
AVAL;221740;6;Small Medium Business (SMB);SME_10;T;OK
